"","X","ActiveScreener.Id","Time.of.Screening","Title","Authors","question","answers"
"277","456","8720697","10/29/2021 10:44:29","Oxidative potential of size-fractionated atmospheric aerosol in urban and rural sites across Europe","Shafer, MM, Hemming, JDC, Antkiewicz, DS  et al.","Answers13","Italy"
"278","456","8720697","10/29/2021 10:44:29","Oxidative potential of size-fractionated atmospheric aerosol in urban and rural sites across Europe","Shafer, MM, Hemming, JDC, Antkiewicz, DS  et al.","Answers13","Sweden"
"279","456","8720697","10/29/2021 10:44:29","Oxidative potential of size-fractionated atmospheric aerosol in urban and rural sites across Europe","Shafer, MM, Hemming, JDC, Antkiewicz, DS  et al.","Answers13","Greece"
"280","456","8720697","10/29/2021 10:44:29","Oxidative potential of size-fractionated atmospheric aerosol in urban and rural sites across Europe","Shafer, MM, Hemming, JDC, Antkiewicz, DS  et al.","Answers13","EUR"
"281","465","8720696","11/25/2021 15:05:57","Role of functional groups in reaction kinetics of dithiothreitol with secondary organic aerosols","Jiang, HH, Ahmed, CMS, Zhao, ZX  et al.","Answers09","CON"
"282","466","8720696","11/25/2021 15:05:57","Role of functional groups in reaction kinetics of dithiothreitol with secondary organic aerosols","Jiang, HH, Ahmed, CMS, Zhao, ZX  et al.","Answers10","SOA"
"283","466","8720696","11/25/2021 15:05:57","Role of functional groups in reaction kinetics of dithiothreitol with secondary organic aerosols","Jiang, HH, Ahmed, CMS, Zhao, ZX  et al.","Answers10","NOX"
"284","466","8720696","11/25/2021 15:05:57","Role of functional groups in reaction kinetics of dithiothreitol with secondary organic aerosols","Jiang, HH, Ahmed, CMS, Zhao, ZX  et al.","Answers10","O3"
"285","469","8720696","11/25/2021 15:05:57","Role of functional groups in reaction kinetics of dithiothreitol with secondary organic aerosols","Jiang, HH, Ahmed, CMS, Zhao, ZX  et al.","Answers13","NAM"
"286","471","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers02","EOM"
"287","475","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers06","AA"
"288","475","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers06","EPR"
"289","478","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers09","TOX"
"290","478","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers09","CHE"
"291","479","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers10","PM"
"292","479","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers10","AC"
"293","479","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers10","HM"
"294","479","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers10","BIE"
"295","482","8720695","02/25/2022 12:53:31","Enhanced cytotoxicity of photoaged phenol-formaldehyde resins microplastics: Combined effects of environmentally persistent free radicals, reactive oxygen species, and conjugated carbonyls","Zhu, KC, Jia, HZ, Sun, YJ  et al.","Answers13","China"
"296","491","8720694","03/01/2022 18:54:01","Airborne nano-TiO2 particles: An innate or environmentally-induced toxicity?","Vernez, D, Sauvain, JJ, Laulagnet, A  et al.","Answers09","CON"
"297","495","8720694","03/01/2022 18:54:01","Airborne nano-TiO2 particles: An innate or environmentally-induced toxicity?","Vernez, D, Sauvain, JJ, Laulagnet, A  et al.","Answers13","Switzerland"
"298","496","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers01","ACA"
"299","497","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers02","EXA"
"300","499","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers04","HEA"
"301","499","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers04","RAL"
"302","504","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers09","TOX"
"303","504","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers09","CHE"
"304","505","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers10","PM"
"305","505","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers10","PAH"
"306","505","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers10","NOX"
"307","508","8720693","11/15/2021 14:10:47","Comprehensive emission characterisation of exhaust from alternative fuelled cars","Aakko-Saksa, P, Koponen, P, Roslund, P  et al.","Answers13","EUR"
"308","510","8720692","11/30/2021 14:20:10","Emerging investigator series: oxidative potential of diesel exhaust particles: role of fuel, engine load, and emissions control","Sharma, N, Vanderheyden, C, Klunder, K  et al.","Answers02","MAT"
"309","512","8720692","11/30/2021 14:20:10","Emerging investigator series: oxidative potential of diesel exhaust particles: role of fuel, engine load, and emissions control","Sharma, N, Vanderheyden, C, Klunder, K  et al.","Answers04","RAL"
"310","517","8720692","11/30/2021 14:20:10","Emerging investigator series: oxidative potential of diesel exhaust particles: role of fuel, engine load, and emissions control","Sharma, N, Vanderheyden, C, Klunder, K  et al.","Answers09","CON"
"311","518","8720692","11/30/2021 14:20:10","Emerging investigator series: oxidative potential of diesel exhaust particles: role of fuel, engine load, and emissions control","Sharma, N, Vanderheyden, C, Klunder, K  et al.","Answers10","CC"
"312","518","8720692","11/30/2021 14:20:10","Emerging investigator series: oxidative potential of diesel exhaust particles: role of fuel, engine load, and emissions control","Sharma, N, Vanderheyden, C, Klunder, K  et al.","Answers10","PM"
"313","518","8720692","11/30/2021 14:20:10","Emerging investigator series: oxidative potential of diesel exhaust particles: role of fuel, engine load, and emissions control","Sharma, N, Vanderheyden, C, Klunder, K  et al.","Answers10","NOX"
"314","518","8720692","11/30/2021 14:20:10","Emerging investigator series: oxidative potential of diesel exhaust particles: role of fuel, engine load, and emissions control","Sharma, N, Vanderheyden, C, Klunder, K  et al.","Answers10","COX"
"315","521","8720692","11/30/2021 14:20:10","Emerging investigator series: oxidative potential of diesel exhaust particles: role of fuel, engine load, and emissions control","Sharma, N, Vanderheyden, C, Klunder, K  et al.","Answers13","United States"
"316","524","8720691","11/15/2021 08:47:13","Dithiothreitol activity by particulate oxidizers of SOA produced from photooxidation of hydrocarbons under varied NOx levels","Jiang, H, Jang, M, Yu, ZC ","Answers03","AMB"
"317","530","8720691","11/15/2021 08:47:13","Dithiothreitol activity by particulate oxidizers of SOA produced from photooxidation of hydrocarbons under varied NOx levels","Jiang, H, Jang, M, Yu, ZC ","Answers09","CON"
"318","530","8720691","11/15/2021 08:47:13","Dithiothreitol activity by particulate oxidizers of SOA produced from photooxidation of hydrocarbons under varied NOx levels","Jiang, H, Jang, M, Yu, ZC ","Answers09","MET"
"319","531","8720691","11/15/2021 08:47:13","Dithiothreitol activity by particulate oxidizers of SOA produced from photooxidation of hydrocarbons under varied NOx levels","Jiang, H, Jang, M, Yu, ZC ","Answers10","CC"
"320","531","8720691","11/15/2021 08:47:13","Dithiothreitol activity by particulate oxidizers of SOA produced from photooxidation of hydrocarbons under varied NOx levels","Jiang, H, Jang, M, Yu, ZC ","Answers10","OT10"
"321","531","8720691","11/15/2021 08:47:13","Dithiothreitol activity by particulate oxidizers of SOA produced from photooxidation of hydrocarbons under varied NOx levels","Jiang, H, Jang, M, Yu, ZC ","Answers10","PM"
"322","534","8720691","11/15/2021 08:47:13","Dithiothreitol activity by particulate oxidizers of SOA produced from photooxidation of hydrocarbons under varied NOx levels","Jiang, H, Jang, M, Yu, ZC ","Answers13","NAM"
"323","535","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers01","ACA"
"324","541","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers07","POW"
"325","543","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers09","MET"
"326","543","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers09","COM"
"327","544","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers10","PM"
"328","544","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers10","NOX"
"329","544","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers10","O3"
"330","544","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers10","SOX"
"331","547","8720689","11/08/2021 20:59:27","Relative impact of short-term emissions controls on gas and particle-phase oxidative potential during the 2015 China Victory Day Parade in Beijing, China","Huang, W, Fang, DQ, Shang, J  et al.","Answers13","China"
"332","549","8720688","12/10/2021 13:56:10","A method for measuring total aerosol oxidative potential (OP) with the dithiothreitol (DTT) assay and comparisons between an urban and roadside site of water-soluble and total OP","Gao, D, Fang, T, Verma, V  et al.","Answers02","ACP"
"333","551","8720688","12/10/2021 13:56:10","A method for measuring total aerosol oxidative potential (OP) with the dithiothreitol (DTT) assay and comparisons between an urban and roadside site of water-soluble and total OP","Gao, D, Fang, T, Verma, V  et al.","Answers04","HEA"
"334","554","8720688","12/10/2021 13:56:10","A method for measuring total aerosol oxidative potential (OP) with the dithiothreitol (DTT) assay and comparisons between an urban and roadside site of water-soluble and total OP","Gao, D, Fang, T, Verma, V  et al.","Answers07","OT07"
"335","556","8720688","12/10/2021 13:56:10","A method for measuring total aerosol oxidative potential (OP) with the dithiothreitol (DTT) assay and comparisons between an urban and roadside site of water-soluble and total OP","Gao, D, Fang, T, Verma, V  et al.","Answers09","CON"
"336","557","8720688","12/10/2021 13:56:10","A method for measuring total aerosol oxidative potential (OP) with the dithiothreitol (DTT) assay and comparisons between an urban and roadside site of water-soluble and total OP","Gao, D, Fang, T, Verma, V  et al.","Answers10","HM"
"337","557","8720688","12/10/2021 13:56:10","A method for measuring total aerosol oxidative potential (OP) with the dithiothreitol (DTT) assay and comparisons between an urban and roadside site of water-soluble and total OP","Gao, D, Fang, T, Verma, V  et al.","Answers10","PM"
"338","560","8720688","12/10/2021 13:56:10","A method for measuring total aerosol oxidative potential (OP) with the dithiothreitol (DTT) assay and comparisons between an urban and roadside site of water-soluble and total OP","Gao, D, Fang, T, Verma, V  et al.","Answers13","United States"
"339","569","8720687","11/22/2021 14:01:02","Dithiothreitol (DTT) concentration effect and its implications on the applicability of DTT assay to evaluate the oxidative potential of atmospheric aerosol samples","Lin, MF, Yu, JZ ","Answers09","CON"
"340","570","8720687","11/22/2021 14:01:02","Dithiothreitol (DTT) concentration effect and its implications on the applicability of DTT assay to evaluate the oxidative potential of atmospheric aerosol samples","Lin, MF, Yu, JZ ","Answers10","HM"
"341","570","8720687","11/22/2021 14:01:02","Dithiothreitol (DTT) concentration effect and its implications on the applicability of DTT assay to evaluate the oxidative potential of atmospheric aerosol samples","Lin, MF, Yu, JZ ","Answers10","PM"
"342","573","8720687","11/22/2021 14:01:02","Dithiothreitol (DTT) concentration effect and its implications on the applicability of DTT assay to evaluate the oxidative potential of atmospheric aerosol samples","Lin, MF, Yu, JZ ","Answers13","China"
"343","576","8720686","02/23/2022 17:51:34","Soluble Fe release from iron-bearing clay mineral particles in acid environment and their oxidative potential","Xie, TT, Lu, SL, Zeng, JY  et al.","Answers03","REM"
"344","582","8720686","02/23/2022 17:51:34","Soluble Fe release from iron-bearing clay mineral particles in acid environment and their oxidative potential","Xie, TT, Lu, SL, Zeng, JY  et al.","Answers09","PHM"
"345","583","8720686","02/23/2022 17:51:34","Soluble Fe release from iron-bearing clay mineral particles in acid environment and their oxidative potential","Xie, TT, Lu, SL, Zeng, JY  et al.","Answers10","AC"
"346","586","8720686","02/23/2022 17:51:34","Soluble Fe release from iron-bearing clay mineral particles in acid environment and their oxidative potential","Xie, TT, Lu, SL, Zeng, JY  et al.","Answers13","ASI"
"347","587","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers01","ACA"
"348","592","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers06","EPR"
"349","593","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers07","TRA"
"350","595","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers09","CON"
"351","595","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers09","TOX"
"352","596","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers10","CC"
"353","596","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers10","BIE"
"354","596","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers10","PM"
"355","599","8720684","11/25/2021 15:30:21","Pro-inflammatory responses to PM0.25 from airport and urban traffic emissions","He, RW, Shirmohammadi, F, Gerlofs-Nijland, M  et al.","Answers13","NAM"
"356","601","8720683","02/21/2022 13:05:53","The effect of short-term exposure to O-3, NO2, and their combined oxidative potential on mortality in Rome","Faustini, A, Stafoggia, M, Williams, M  et al.","Answers02","EXA"
"357","608","8720683","02/21/2022 13:05:53","The effect of short-term exposure to O-3, NO2, and their combined oxidative potential on mortality in Rome","Faustini, A, Stafoggia, M, Williams, M  et al.","Answers09","EPI"
"358","608","8720683","02/21/2022 13:05:53","The effect of short-term exposure to O-3, NO2, and their combined oxidative potential on mortality in Rome","Faustini, A, Stafoggia, M, Williams, M  et al.","Answers09","MET"
"359","609","8720683","02/21/2022 13:05:53","The effect of short-term exposure to O-3, NO2, and their combined oxidative potential on mortality in Rome","Faustini, A, Stafoggia, M, Williams, M  et al.","Answers10","O3"
"360","609","8720683","02/21/2022 13:05:53","The effect of short-term exposure to O-3, NO2, and their combined oxidative potential on mortality in Rome","Faustini, A, Stafoggia, M, Williams, M  et al.","Answers10","NOX"
"361","612","8720683","02/21/2022 13:05:53","The effect of short-term exposure to O-3, NO2, and their combined oxidative potential on mortality in Rome","Faustini, A, Stafoggia, M, Williams, M  et al.","Answers13","Italy"
"362","614","8720682","11/10/2021 14:35:00","Oxidative potential of secondary organic aerosols produced from photooxidation of different hydrocarbons using outdoor chamber under ambient sunlight","Jiang, HH, Jang, M, Sabo-Attwood, T  et al.","Answers02","EXA"
"363","616","8720682","11/10/2021 14:35:00","Oxidative potential of secondary organic aerosols produced from photooxidation of different hydrocarbons using outdoor chamber under ambient sunlight","Jiang, HH, Jang, M, Sabo-Attwood, T  et al.","Answers04","UOM"
"364","621","8720682","11/10/2021 14:35:00","Oxidative potential of secondary organic aerosols produced from photooxidation of different hydrocarbons using outdoor chamber under ambient sunlight","Jiang, HH, Jang, M, Sabo-Attwood, T  et al.","Answers09","TOX"
"365","621","8720682","11/10/2021 14:35:00","Oxidative potential of secondary organic aerosols produced from photooxidation of different hydrocarbons using outdoor chamber under ambient sunlight","Jiang, HH, Jang, M, Sabo-Attwood, T  et al.","Answers09","CON"
"366","622","8720682","11/10/2021 14:35:00","Oxidative potential of secondary organic aerosols produced from photooxidation of different hydrocarbons using outdoor chamber under ambient sunlight","Jiang, HH, Jang, M, Sabo-Attwood, T  et al.","Answers10","CC"
"367","622","8720682","11/10/2021 14:35:00","Oxidative potential of secondary organic aerosols produced from photooxidation of different hydrocarbons using outdoor chamber under ambient sunlight","Jiang, HH, Jang, M, Sabo-Attwood, T  et al.","Answers10","BIE"
"368","625","8720682","11/10/2021 14:35:00","Oxidative potential of secondary organic aerosols produced from photooxidation of different hydrocarbons using outdoor chamber under ambient sunlight","Jiang, HH, Jang, M, Sabo-Attwood, T  et al.","Answers13","NAM"
"369","631","8720681","02/22/2022 17:57:31","Dynamic Oxidative Potential of Organic Aerosol from Heated Cooking Oil","Wang, SY, Takhar, M, Zhao, Y  et al.","Answers06","EPR"
"370","634","8720681","02/22/2022 17:57:31","Dynamic Oxidative Potential of Organic Aerosol from Heated Cooking Oil","Wang, SY, Takhar, M, Zhao, Y  et al.","Answers09","CON"
"371","635","8720681","02/22/2022 17:57:31","Dynamic Oxidative Potential of Organic Aerosol from Heated Cooking Oil","Wang, SY, Takhar, M, Zhao, Y  et al.","Answers10","SOA"
"372","638","8720681","02/22/2022 17:57:31","Dynamic Oxidative Potential of Organic Aerosol from Heated Cooking Oil","Wang, SY, Takhar, M, Zhao, Y  et al.","Answers13","Canada"
"373","644","8720680","11/23/2021 19:24:42","Understanding the Key Role of Atmospheric Processing in Determining the Oxidative Potential of Airborne Engineered Nanoparticles","Liu, QF, Shahpoury, P, Liggio, J  et al.","Answers06","OT06"
"374","647","8720680","11/23/2021 19:24:42","Understanding the Key Role of Atmospheric Processing in Determining the Oxidative Potential of Airborne Engineered Nanoparticles","Liu, QF, Shahpoury, P, Liggio, J  et al.","Answers09","PHM"
"375","647","8720680","11/23/2021 19:24:42","Understanding the Key Role of Atmospheric Processing in Determining the Oxidative Potential of Airborne Engineered Nanoparticles","Liu, QF, Shahpoury, P, Liggio, J  et al.","Answers09","CHE"
"376","648","8720680","11/23/2021 19:24:42","Understanding the Key Role of Atmospheric Processing in Determining the Oxidative Potential of Airborne Engineered Nanoparticles","Liu, QF, Shahpoury, P, Liggio, J  et al.","Answers10","CC"
"377","651","8720680","11/23/2021 19:24:42","Understanding the Key Role of Atmospheric Processing in Determining the Oxidative Potential of Airborne Engineered Nanoparticles","Liu, QF, Shahpoury, P, Liggio, J  et al.","Answers13","Canada"
"378","653","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers02","SAP"
"379","658","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers07","NAS"
"380","658","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers07","BBN"
"381","658","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers07","DOM"
"382","660","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers09","CON"
"383","661","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers10","HM"
"384","661","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers10","SOA"
"385","661","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers10","CC"
"386","661","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers10","PM"
"387","664","8720679","11/26/2021 15:18:42","Assessment of long-range oriented source and oxidative potential on the South-west shoreline, Korea: Molecular marker receptor models during shipborne measurements","Oh, SH, Song, MK, Schauer, JJ  et al.","Answers13","ASI"
"388","673","8720678","12/29/2021 19:59:09","Phosphate Buffer Solubility and Oxidative Potential of Single Metals or Multielement Particles of Welding Fumes","Ghanem, M, Perdrix, E, Alleman, LY  et al.","Answers09","CON"
"389","677","8720678","12/29/2021 19:59:09","Phosphate Buffer Solubility and Oxidative Potential of Single Metals or Multielement Particles of Welding Fumes","Ghanem, M, Perdrix, E, Alleman, LY  et al.","Answers13","EUR"
"390","684","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers07","TRA"
"391","684","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers07","BBN"
"392","686","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers09","CHE"
"393","686","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers09","CON"
"394","687","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers10","VOC"
"395","687","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers10","NOX"
"396","687","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers10","QUI"
"397","687","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers10","PAH"
"398","690","8720677","11/14/2021 18:45:44","Dynamic Oxidative Potential of Atmospheric Organic Aerosol under Ambient Sunlight","Jiang, HH, Jang, MS ","Answers13","NAM"
"399","692","8720676","03/01/2022 19:03:03","Oxidative potential of aerosolized metalworking fluids in occupational settings","Sauvain, JJ, Suarez, G, Hopf, NB  et al.","Answers02","EXA"
"400","692","8720676","03/01/2022 19:03:03","Oxidative potential of aerosolized metalworking fluids in occupational settings","Sauvain, JJ, Suarez, G, Hopf, NB  et al.","Answers02","EOM"
"401","693","8720676","03/01/2022 19:03:03","Oxidative potential of aerosolized metalworking fluids in occupational settings","Sauvain, JJ, Suarez, G, Hopf, NB  et al.","Answers03","LGM"
"402","699","8720676","03/01/2022 19:03:03","Oxidative potential of aerosolized metalworking fluids in occupational settings","Sauvain, JJ, Suarez, G, Hopf, NB  et al.","Answers09","CON"
"403","700","8720676","03/01/2022 19:03:03","Oxidative potential of aerosolized metalworking fluids in occupational settings","Sauvain, JJ, Suarez, G, Hopf, NB  et al.","Answers10","CC"
"404","703","8720676","03/01/2022 19:03:03","Oxidative potential of aerosolized metalworking fluids in occupational settings","Sauvain, JJ, Suarez, G, Hopf, NB  et al.","Answers13","Switzerland"
"405","703","8720676","03/01/2022 19:03:03","Oxidative potential of aerosolized metalworking fluids in occupational settings","Sauvain, JJ, Suarez, G, Hopf, NB  et al.","Answers13","EUR"
"406","704","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers01","PUB"
"407","710","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers07","POW"
"408","710","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers07","ICE"
"409","710","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers07","NAS"
"410","710","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers07","TRA"
"411","710","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers07","DOM"
"412","711","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers08","POW08"
"413","711","8720675","02/25/2022 15:27:15","Modeling Transition Metals in East Asia and Japan and Its Emission Sources","Kajino, M, Hagino, H, Fujitani, Y  et al.","Answers08","ICE08"
